Plate,Well,Compound Name,Compound SMILES
24605,M9,DMSO,CS(=O)C
24605,M10,DMSO,CS(=O)C
24605,M13,DMSO,CS(=O)C
24605,M14,DMSO,CS(=O)C
24605,N9,DMSO,CS(=O)C
24605,N10,DMSO,CS(=O)C
24605,N13,DMSO,CS(=O)C
24605,N14,DMSO,CS(=O)C
24605,O11,DMSO,CS(=O)C
24605,O12,DMSO,CS(=O)C
24605,P11,DMSO,CS(=O)C
24605,P12,DMSO,CS(=O)C
24609,A13,DMSO,CS(=O)C
24609,A14,DMSO,CS(=O)C
24609,B13,DMSO,CS(=O)C
24609,B14,DMSO,CS(=O)C
24609,C11,DMSO,CS(=O)C
24609,C12,DMSO,CS(=O)C
24609,C15,DMSO,CS(=O)C
24609,C16,DMSO,CS(=O)C
24609,D11,DMSO,CS(=O)C
24609,D12,DMSO,CS(=O)C
24609,D15,DMSO,CS(=O)C
24609,D16,DMSO,CS(=O)C
24609,E1,DMSO,CS(=O)C
24609,E2,DMSO,CS(=O)C
24609,E9,DMSO,CS(=O)C
24609,E10,DMSO,CS(=O)C
24609,E17,DMSO,CS(=O)C
24609,E18,DMSO,CS(=O)C
24609,F1,DMSO,CS(=O)C
24609,F2,DMSO,CS(=O)C
24609,F9,DMSO,CS(=O)C
24609,F10,DMSO,CS(=O)C
24609,F17,DMSO,CS(=O)C
24609,F18,DMSO,CS(=O)C
24609,G3,DMSO,CS(=O)C
24609,G4,DMSO,CS(=O)C
24609,G19,DMSO,CS(=O)C
24609,G20,DMSO,CS(=O)C
24609,H3,DMSO,CS(=O)C
24609,H4,DMSO,CS(=O)C
24609,H19,DMSO,CS(=O)C
24609,H20,DMSO,CS(=O)C
24609,I5,DMSO,CS(=O)C
24609,I6,DMSO,CS(=O)C
24609,I21,DMSO,CS(=O)C
24609,I22,DMSO,CS(=O)C
24609,J5,DMSO,CS(=O)C
24609,J6,DMSO,CS(=O)C
24609,J21,DMSO,CS(=O)C
24609,J22,DMSO,CS(=O)C
24609,K7,DMSO,CS(=O)C
24609,K8,DMSO,CS(=O)C
24609,K15,DMSO,CS(=O)C
24609,K16,DMSO,CS(=O)C
24609,K23,DMSO,CS(=O)C
24609,K24,DMSO,CS(=O)C
24609,L7,DMSO,CS(=O)C
24609,L8,DMSO,CS(=O)C
24609,L15,DMSO,CS(=O)C
24609,L16,DMSO,CS(=O)C
24609,L23,DMSO,CS(=O)C
24609,L24,DMSO,CS(=O)C
24609,M9,DMSO,CS(=O)C
24609,M10,DMSO,CS(=O)C
24609,M13,DMSO,CS(=O)C
24609,M14,DMSO,CS(=O)C
24609,N9,DMSO,CS(=O)C
24609,N10,DMSO,CS(=O)C
24609,N13,DMSO,CS(=O)C
24609,N14,DMSO,CS(=O)C
24609,O11,DMSO,CS(=O)C
24609,O12,DMSO,CS(=O)C
24609,P11,DMSO,CS(=O)C
24609,P12,DMSO,CS(=O)C
24611,A13,DMSO,CS(=O)C
24611,A14,DMSO,CS(=O)C
24611,B13,DMSO,CS(=O)C
24611,B14,DMSO,CS(=O)C
24611,C11,DMSO,CS(=O)C
24611,C12,DMSO,CS(=O)C
24611,C15,DMSO,CS(=O)C
24611,C16,DMSO,CS(=O)C
24611,D11,DMSO,CS(=O)C
24611,D12,DMSO,CS(=O)C
24611,D15,DMSO,CS(=O)C
24611,D16,DMSO,CS(=O)C
24611,E1,DMSO,CS(=O)C
24611,E2,DMSO,CS(=O)C
24611,E9,DMSO,CS(=O)C
24611,E10,DMSO,CS(=O)C
24611,E17,DMSO,CS(=O)C
24611,E18,DMSO,CS(=O)C
24611,F1,DMSO,CS(=O)C
24611,F2,DMSO,CS(=O)C
24611,F9,DMSO,CS(=O)C
24611,F10,DMSO,CS(=O)C
24611,F17,DMSO,CS(=O)C
24611,F18,DMSO,CS(=O)C
24611,G3,DMSO,CS(=O)C
24611,G4,DMSO,CS(=O)C
24611,G19,DMSO,CS(=O)C
24611,G20,DMSO,CS(=O)C
24611,H3,DMSO,CS(=O)C
24611,H4,DMSO,CS(=O)C
24611,H19,DMSO,CS(=O)C
24611,H20,DMSO,CS(=O)C
24611,I5,DMSO,CS(=O)C
24611,I6,DMSO,CS(=O)C
24611,I21,DMSO,CS(=O)C
24611,I22,DMSO,CS(=O)C
24611,J5,DMSO,CS(=O)C
24611,J6,DMSO,CS(=O)C
24611,J21,DMSO,CS(=O)C
24611,J22,DMSO,CS(=O)C
24611,K7,DMSO,CS(=O)C
24611,K8,DMSO,CS(=O)C
24611,K15,DMSO,CS(=O)C
24611,K16,DMSO,CS(=O)C
24611,K23,DMSO,CS(=O)C
24611,K24,DMSO,CS(=O)C
24611,L7,DMSO,CS(=O)C
24611,L8,DMSO,CS(=O)C
24611,L15,DMSO,CS(=O)C
24611,L16,DMSO,CS(=O)C
24611,L23,DMSO,CS(=O)C
24611,L24,DMSO,CS(=O)C
24611,M9,DMSO,CS(=O)C
24611,M10,DMSO,CS(=O)C
24611,M13,DMSO,CS(=O)C
24611,M14,DMSO,CS(=O)C
24611,N9,DMSO,CS(=O)C
24611,N10,DMSO,CS(=O)C
24611,N13,DMSO,CS(=O)C
24611,N14,DMSO,CS(=O)C
24611,O11,DMSO,CS(=O)C
24611,O12,DMSO,CS(=O)C
24611,P11,DMSO,CS(=O)C
24611,P12,DMSO,CS(=O)C
24617,A13,DMSO,CS(=O)C
24617,A14,DMSO,CS(=O)C
24617,B13,DMSO,CS(=O)C
24617,B14,DMSO,CS(=O)C
24617,C11,DMSO,CS(=O)C
24617,C12,DMSO,CS(=O)C
24617,C15,DMSO,CS(=O)C
24617,C16,DMSO,CS(=O)C
24617,D11,DMSO,CS(=O)C
24617,D12,DMSO,CS(=O)C
24617,D15,DMSO,CS(=O)C
24617,D16,DMSO,CS(=O)C
24617,E1,DMSO,CS(=O)C
24617,E2,DMSO,CS(=O)C
24617,E9,DMSO,CS(=O)C
24617,E10,DMSO,CS(=O)C
24617,E17,DMSO,CS(=O)C
24617,E18,DMSO,CS(=O)C
24617,F1,DMSO,CS(=O)C
24617,F2,DMSO,CS(=O)C
24617,F9,DMSO,CS(=O)C
24617,F10,DMSO,CS(=O)C
24617,F17,DMSO,CS(=O)C
24617,F18,DMSO,CS(=O)C
24617,G3,DMSO,CS(=O)C
24617,G4,DMSO,CS(=O)C
24617,G19,DMSO,CS(=O)C
24617,G20,DMSO,CS(=O)C
24617,H3,DMSO,CS(=O)C
24617,H4,DMSO,CS(=O)C
24617,H19,DMSO,CS(=O)C
24617,H20,DMSO,CS(=O)C
24617,I5,DMSO,CS(=O)C
24617,I6,DMSO,CS(=O)C
24617,I21,DMSO,CS(=O)C
24617,I22,DMSO,CS(=O)C
24617,J5,DMSO,CS(=O)C
24617,J6,DMSO,CS(=O)C
24617,J21,DMSO,CS(=O)C
24617,J22,DMSO,CS(=O)C
24617,K7,DMSO,CS(=O)C
24617,K8,DMSO,CS(=O)C
24617,K15,DMSO,CS(=O)C
24617,K16,DMSO,CS(=O)C
24617,K23,DMSO,CS(=O)C
24617,K24,DMSO,CS(=O)C
24617,L7,DMSO,CS(=O)C
24617,L8,DMSO,CS(=O)C
24617,L15,DMSO,CS(=O)C
24617,L16,DMSO,CS(=O)C
24617,L23,DMSO,CS(=O)C
24617,L24,DMSO,CS(=O)C
24617,M9,DMSO,CS(=O)C
24617,M10,DMSO,CS(=O)C
24617,M13,DMSO,CS(=O)C
24617,M14,DMSO,CS(=O)C
24617,N9,DMSO,CS(=O)C
24617,N10,DMSO,CS(=O)C
24617,N13,DMSO,CS(=O)C
24617,N14,DMSO,CS(=O)C
24617,O11,DMSO,CS(=O)C
24617,O12,DMSO,CS(=O)C
24617,P11,DMSO,CS(=O)C
24617,P12,DMSO,CS(=O)C
24618,A13,DMSO,CS(=O)C
24618,A14,DMSO,CS(=O)C
24618,B13,DMSO,CS(=O)C
24618,B14,DMSO,CS(=O)C
24618,C11,DMSO,CS(=O)C
24618,C12,DMSO,CS(=O)C
24618,C15,DMSO,CS(=O)C
24618,C16,DMSO,CS(=O)C
24618,D11,DMSO,CS(=O)C
24618,D12,DMSO,CS(=O)C
24618,D15,DMSO,CS(=O)C
24618,D16,DMSO,CS(=O)C
24618,E1,DMSO,CS(=O)C
24618,E2,DMSO,CS(=O)C
24618,E9,DMSO,CS(=O)C
24618,E10,DMSO,CS(=O)C
24618,E17,DMSO,CS(=O)C
24618,E18,DMSO,CS(=O)C
24618,F1,DMSO,CS(=O)C
24618,F2,DMSO,CS(=O)C
24618,F9,DMSO,CS(=O)C
24618,F10,DMSO,CS(=O)C
24618,F17,DMSO,CS(=O)C
24618,F18,DMSO,CS(=O)C
24618,G3,DMSO,CS(=O)C
24618,G4,DMSO,CS(=O)C
24618,G19,DMSO,CS(=O)C
24618,G20,DMSO,CS(=O)C
24618,H3,DMSO,CS(=O)C
24618,H4,DMSO,CS(=O)C
24618,H19,DMSO,CS(=O)C
24618,H20,DMSO,CS(=O)C
24618,I5,DMSO,CS(=O)C
24618,I6,DMSO,CS(=O)C
24618,I21,DMSO,CS(=O)C
24618,I22,DMSO,CS(=O)C
24618,J5,DMSO,CS(=O)C
24618,J6,DMSO,CS(=O)C
24618,J21,DMSO,CS(=O)C
24618,J22,DMSO,CS(=O)C
24618,K7,DMSO,CS(=O)C
24618,K8,DMSO,CS(=O)C
24618,K15,DMSO,CS(=O)C
24618,K16,DMSO,CS(=O)C
24618,K23,DMSO,CS(=O)C
24618,K24,DMSO,CS(=O)C
24618,L7,DMSO,CS(=O)C
24618,L8,DMSO,CS(=O)C
24618,L15,DMSO,CS(=O)C
24618,L16,DMSO,CS(=O)C
24618,L23,DMSO,CS(=O)C
24618,L24,DMSO,CS(=O)C
24618,M9,DMSO,CS(=O)C
24618,M10,DMSO,CS(=O)C
24618,M13,DMSO,CS(=O)C
24618,M14,DMSO,CS(=O)C
24618,N9,DMSO,CS(=O)C
24618,N10,DMSO,CS(=O)C
24618,N13,DMSO,CS(=O)C
24618,N14,DMSO,CS(=O)C
24618,O11,DMSO,CS(=O)C
24618,O12,DMSO,CS(=O)C
24618,P11,DMSO,CS(=O)C
24618,P12,DMSO,CS(=O)C
24619,A13,DMSO,CS(=O)C
24619,A14,DMSO,CS(=O)C
24619,B13,DMSO,CS(=O)C
24619,B14,DMSO,CS(=O)C
24619,C11,DMSO,CS(=O)C
24619,C12,DMSO,CS(=O)C
24619,C15,DMSO,CS(=O)C
24619,C16,DMSO,CS(=O)C
24619,D11,DMSO,CS(=O)C
24619,D12,DMSO,CS(=O)C
24619,D15,DMSO,CS(=O)C
24619,D16,DMSO,CS(=O)C
24619,E1,DMSO,CS(=O)C
24619,E2,DMSO,CS(=O)C
24619,E9,DMSO,CS(=O)C
24619,E10,DMSO,CS(=O)C
24619,E17,DMSO,CS(=O)C
24619,E18,DMSO,CS(=O)C
24619,F1,DMSO,CS(=O)C
24619,F2,DMSO,CS(=O)C
24619,F9,DMSO,CS(=O)C
24619,F10,DMSO,CS(=O)C
24619,F17,DMSO,CS(=O)C
24619,F18,DMSO,CS(=O)C
24619,G3,DMSO,CS(=O)C
24619,G4,DMSO,CS(=O)C
24619,G19,DMSO,CS(=O)C
24619,G20,DMSO,CS(=O)C
24619,H3,DMSO,CS(=O)C
24619,H4,DMSO,CS(=O)C
24619,H19,DMSO,CS(=O)C
24619,H20,DMSO,CS(=O)C
24619,I5,DMSO,CS(=O)C
24619,I6,DMSO,CS(=O)C
24619,I21,DMSO,CS(=O)C
24619,I22,DMSO,CS(=O)C
24619,J5,DMSO,CS(=O)C
24619,J6,DMSO,CS(=O)C
24619,J21,DMSO,CS(=O)C
24619,J22,DMSO,CS(=O)C
24619,K7,DMSO,CS(=O)C
24619,K8,DMSO,CS(=O)C
24619,K15,DMSO,CS(=O)C
24619,K16,DMSO,CS(=O)C
24619,K23,DMSO,CS(=O)C
24619,K24,DMSO,CS(=O)C
24619,L7,DMSO,CS(=O)C
24619,L8,DMSO,CS(=O)C
24619,L15,DMSO,CS(=O)C
24619,L16,DMSO,CS(=O)C
24619,L23,DMSO,CS(=O)C
24619,L24,DMSO,CS(=O)C
24619,M9,DMSO,CS(=O)C
24619,M10,DMSO,CS(=O)C
24619,M13,DMSO,CS(=O)C
24619,M14,DMSO,CS(=O)C
24619,N9,DMSO,CS(=O)C
24619,N10,DMSO,CS(=O)C
24619,N13,DMSO,CS(=O)C
24619,N14,DMSO,CS(=O)C
24619,O11,DMSO,CS(=O)C
24619,O12,DMSO,CS(=O)C
24619,P11,DMSO,CS(=O)C
24619,P12,DMSO,CS(=O)C
24623,A13,DMSO,
24623,A14,DMSO,
24623,B13,DMSO,
24623,B14,DMSO,
24623,C11,DMSO,
24623,C12,DMSO,
24623,C15,DMSO,
24623,C16,DMSO,
24623,D11,DMSO,
24623,D12,DMSO,
24623,D15,DMSO,
24623,D16,DMSO,
24623,E1,DMSO,
24623,E2,DMSO,
24623,E9,DMSO,
24623,E10,DMSO,
24623,E17,DMSO,
24623,E18,DMSO,
24623,F1,DMSO,
24623,F2,DMSO,
24623,F9,DMSO,
24623,F10,DMSO,
24623,F17,DMSO,
24623,F18,DMSO,
24623,G3,DMSO,
24623,G4,DMSO,
24623,G19,DMSO,
24623,G20,DMSO,
24623,H3,DMSO,
24623,H4,DMSO,
24623,H19,DMSO,
24623,H20,DMSO,
24623,I5,DMSO,
24623,I6,DMSO,
24623,I21,DMSO,
24623,I22,DMSO,
24623,J5,DMSO,
24623,J6,DMSO,
24623,J21,DMSO,
24623,J22,DMSO,
24623,K7,DMSO,
24623,K8,DMSO,
24623,K15,DMSO,
24623,K16,DMSO,
24623,K23,DMSO,
24623,K24,DMSO,
24623,L7,DMSO,
24623,L8,DMSO,
24623,L15,DMSO,
24623,L16,DMSO,
24623,L23,DMSO,
24623,L24,DMSO,
24623,M9,DMSO,
24623,M10,DMSO,
24623,M13,DMSO,
24623,M14,DMSO,
24623,N9,DMSO,
24623,N10,DMSO,
24623,N13,DMSO,
24623,N14,DMSO,
24623,O11,DMSO,
24623,O12,DMSO,
24623,P11,DMSO,
24623,P12,DMSO,
24624,A13,DMSO,CS(=O)C
24624,A14,DMSO,CS(=O)C
24624,B13,DMSO,CS(=O)C
24624,B14,DMSO,CS(=O)C
24624,C11,DMSO,CS(=O)C
24624,C12,DMSO,CS(=O)C
24624,C15,DMSO,CS(=O)C
24624,C16,DMSO,CS(=O)C
24624,D11,DMSO,CS(=O)C
24624,D12,DMSO,CS(=O)C
24624,D15,DMSO,CS(=O)C
24624,D16,DMSO,CS(=O)C
24624,E1,DMSO,CS(=O)C
24624,E2,DMSO,CS(=O)C
24624,E9,DMSO,CS(=O)C
24624,E10,DMSO,CS(=O)C
24624,E17,DMSO,CS(=O)C
24624,E18,DMSO,CS(=O)C
24624,F1,DMSO,CS(=O)C
24624,F2,DMSO,CS(=O)C
24624,F9,DMSO,CS(=O)C
24624,F10,DMSO,CS(=O)C
24624,F17,DMSO,CS(=O)C
24624,F18,DMSO,CS(=O)C
24624,G3,DMSO,CS(=O)C
24624,G4,DMSO,CS(=O)C
24624,G19,DMSO,CS(=O)C
24624,G20,DMSO,CS(=O)C
24624,H3,DMSO,CS(=O)C
24624,H4,DMSO,CS(=O)C
24624,H19,DMSO,CS(=O)C
24624,H20,DMSO,CS(=O)C
24624,I5,DMSO,CS(=O)C
24624,I6,DMSO,CS(=O)C
24624,I21,DMSO,CS(=O)C
24624,I22,DMSO,CS(=O)C
24624,J5,DMSO,CS(=O)C
24624,J6,DMSO,CS(=O)C
24624,J21,DMSO,CS(=O)C
24624,J22,DMSO,CS(=O)C
24624,K7,DMSO,CS(=O)C
24624,K8,DMSO,CS(=O)C
24624,K15,DMSO,CS(=O)C
24624,K16,DMSO,CS(=O)C
24624,K23,DMSO,CS(=O)C
24624,K24,DMSO,CS(=O)C
24624,L7,DMSO,CS(=O)C
24624,L8,DMSO,CS(=O)C
24624,L15,DMSO,CS(=O)C
24624,L16,DMSO,CS(=O)C
24624,L23,DMSO,CS(=O)C
24624,L24,DMSO,CS(=O)C
24624,M9,DMSO,CS(=O)C
24624,M10,DMSO,CS(=O)C
24624,M13,DMSO,CS(=O)C
24624,M14,DMSO,CS(=O)C
24624,N9,DMSO,CS(=O)C
24624,N10,DMSO,CS(=O)C
24624,N13,DMSO,CS(=O)C
24624,N14,DMSO,CS(=O)C
24624,O11,DMSO,CS(=O)C
24624,O12,DMSO,CS(=O)C
24624,P11,DMSO,CS(=O)C
24624,P12,DMSO,CS(=O)C
24625,A13,DMSO,CS(=O)C
24625,A14,DMSO,CS(=O)C
24625,B13,DMSO,CS(=O)C
24625,B14,DMSO,CS(=O)C
24625,C11,DMSO,CS(=O)C
24625,C12,DMSO,CS(=O)C
24625,C15,DMSO,CS(=O)C
24625,C16,DMSO,CS(=O)C
24625,D11,DMSO,CS(=O)C
24625,D12,DMSO,CS(=O)C
24625,D15,DMSO,CS(=O)C
24625,D16,DMSO,CS(=O)C
24625,E1,DMSO,CS(=O)C
24625,E2,DMSO,CS(=O)C
24625,E9,DMSO,CS(=O)C
24625,E10,DMSO,CS(=O)C
24625,E17,DMSO,CS(=O)C
24625,E18,DMSO,CS(=O)C
24625,F1,DMSO,CS(=O)C
24625,F2,DMSO,CS(=O)C
24625,F9,DMSO,CS(=O)C
24625,F10,DMSO,CS(=O)C
24625,F17,DMSO,CS(=O)C
24625,F18,DMSO,CS(=O)C
24625,G3,DMSO,CS(=O)C
24625,G4,DMSO,CS(=O)C
24625,G19,DMSO,CS(=O)C
24625,G20,DMSO,CS(=O)C
24625,H3,DMSO,CS(=O)C
24625,H4,DMSO,CS(=O)C
24625,H19,DMSO,CS(=O)C
24625,H20,DMSO,CS(=O)C
24625,I5,DMSO,CS(=O)C
24625,I6,DMSO,CS(=O)C
24625,I21,DMSO,CS(=O)C
24625,I22,DMSO,CS(=O)C
24625,J5,DMSO,CS(=O)C
24625,J6,DMSO,CS(=O)C
24625,J21,DMSO,CS(=O)C
24625,J22,DMSO,CS(=O)C
24625,K7,DMSO,CS(=O)C
24625,K8,DMSO,CS(=O)C
24625,K15,DMSO,CS(=O)C
24625,K16,DMSO,CS(=O)C
24625,K23,DMSO,CS(=O)C
24625,K24,DMSO,CS(=O)C
24625,L7,DMSO,CS(=O)C
24625,L8,DMSO,CS(=O)C
24625,L15,DMSO,CS(=O)C
24625,L16,DMSO,CS(=O)C
24625,L23,DMSO,CS(=O)C
24625,L24,DMSO,CS(=O)C
24625,M9,DMSO,CS(=O)C
24625,M10,DMSO,CS(=O)C
24625,M13,DMSO,CS(=O)C
24625,M14,DMSO,CS(=O)C
24625,N9,DMSO,CS(=O)C
24625,N10,DMSO,CS(=O)C
24625,N13,DMSO,CS(=O)C
24625,N14,DMSO,CS(=O)C
24625,O11,DMSO,CS(=O)C
24625,O12,DMSO,CS(=O)C
24625,P11,DMSO,CS(=O)C
24625,P12,DMSO,CS(=O)C
24631,A13,DMSO,CS(=O)C
24631,A14,DMSO,CS(=O)C
24631,B13,DMSO,CS(=O)C
24631,B14,DMSO,CS(=O)C
24631,C11,DMSO,CS(=O)C
24631,C12,DMSO,CS(=O)C
24631,C15,DMSO,CS(=O)C
24631,C16,DMSO,CS(=O)C
24631,D11,DMSO,CS(=O)C
24631,D12,DMSO,CS(=O)C
24631,D15,DMSO,CS(=O)C
24631,D16,DMSO,CS(=O)C
24631,E1,DMSO,CS(=O)C
24631,E2,DMSO,CS(=O)C
24631,E9,DMSO,CS(=O)C
24631,E10,DMSO,CS(=O)C
24631,E17,DMSO,CS(=O)C
24631,E18,DMSO,CS(=O)C
24631,F1,DMSO,CS(=O)C
24631,F2,DMSO,CS(=O)C
24631,F9,DMSO,CS(=O)C
24631,F10,DMSO,CS(=O)C
24631,F17,DMSO,CS(=O)C
24631,F18,DMSO,CS(=O)C
24631,G3,DMSO,CS(=O)C
24631,G4,DMSO,CS(=O)C
24631,G19,DMSO,CS(=O)C
24631,G20,DMSO,CS(=O)C
24631,H3,DMSO,CS(=O)C
24631,H4,DMSO,CS(=O)C
24631,H19,DMSO,CS(=O)C
24631,H20,DMSO,CS(=O)C
24631,I5,DMSO,CS(=O)C
24631,I6,DMSO,CS(=O)C
24631,I21,DMSO,CS(=O)C
24631,I22,DMSO,CS(=O)C
24631,J5,DMSO,CS(=O)C
24631,J6,DMSO,CS(=O)C
24631,J21,DMSO,CS(=O)C
24631,J22,DMSO,CS(=O)C
24631,K7,DMSO,CS(=O)C
24631,K8,DMSO,CS(=O)C
24631,K15,DMSO,CS(=O)C
24631,K16,DMSO,CS(=O)C
24631,K23,DMSO,CS(=O)C
24631,K24,DMSO,CS(=O)C
24631,L7,DMSO,CS(=O)C
24631,L8,DMSO,CS(=O)C
24631,L15,DMSO,CS(=O)C
24631,L16,DMSO,CS(=O)C
24631,L23,DMSO,CS(=O)C
24631,L24,DMSO,CS(=O)C
24631,M9,DMSO,CS(=O)C
24631,M10,DMSO,CS(=O)C
24631,M13,DMSO,CS(=O)C
24631,M14,DMSO,CS(=O)C
24631,N9,DMSO,CS(=O)C
24631,N10,DMSO,CS(=O)C
24631,N13,DMSO,CS(=O)C
24631,N14,DMSO,CS(=O)C
24631,O11,DMSO,CS(=O)C
24631,O12,DMSO,CS(=O)C
24631,P11,DMSO,CS(=O)C
24631,P12,DMSO,CS(=O)C
24633,A13,DMSO,CS(=O)C
24633,A14,DMSO,CS(=O)C
24633,B13,DMSO,CS(=O)C
24633,B14,DMSO,CS(=O)C
24633,C11,DMSO,CS(=O)C
24633,C12,DMSO,CS(=O)C
24633,C15,DMSO,CS(=O)C
24633,C16,DMSO,CS(=O)C
24633,D11,DMSO,CS(=O)C
24633,D12,DMSO,CS(=O)C
24633,D15,DMSO,CS(=O)C
24633,D16,DMSO,CS(=O)C
24633,E1,DMSO,CS(=O)C
24633,E2,DMSO,CS(=O)C
24633,E9,DMSO,CS(=O)C
24633,E10,DMSO,CS(=O)C
24633,E17,DMSO,CS(=O)C
24633,E18,DMSO,CS(=O)C
24633,F1,DMSO,CS(=O)C
24633,F2,DMSO,CS(=O)C
24633,F9,DMSO,CS(=O)C
24633,F10,DMSO,CS(=O)C
24633,F17,DMSO,CS(=O)C
24633,F18,DMSO,CS(=O)C
24633,G3,DMSO,CS(=O)C
24633,G4,DMSO,CS(=O)C
24633,G19,DMSO,CS(=O)C
24633,G20,DMSO,CS(=O)C
24633,H3,DMSO,CS(=O)C
24633,H4,DMSO,CS(=O)C
24633,H19,DMSO,CS(=O)C
24633,H20,DMSO,CS(=O)C
24633,I5,DMSO,CS(=O)C
24633,I6,DMSO,CS(=O)C
24633,I21,DMSO,CS(=O)C
24633,I22,DMSO,CS(=O)C
24633,J5,DMSO,CS(=O)C
24633,J6,DMSO,CS(=O)C
24633,J21,DMSO,CS(=O)C
24633,J22,DMSO,CS(=O)C
24633,K7,DMSO,CS(=O)C
24633,K8,DMSO,CS(=O)C
24633,K15,DMSO,CS(=O)C
24633,K16,DMSO,CS(=O)C
24633,K23,DMSO,CS(=O)C
24633,K24,DMSO,CS(=O)C
24633,L7,DMSO,CS(=O)C
24633,L8,DMSO,CS(=O)C
24633,L15,DMSO,CS(=O)C
24633,L16,DMSO,CS(=O)C
24633,L23,DMSO,CS(=O)C
24633,L24,DMSO,CS(=O)C
24633,M9,DMSO,CS(=O)C
24633,M10,DMSO,CS(=O)C
24633,M13,DMSO,CS(=O)C
24633,M14,DMSO,CS(=O)C
24633,N9,DMSO,CS(=O)C
24633,N10,DMSO,CS(=O)C
24633,N13,DMSO,CS(=O)C
24633,N14,DMSO,CS(=O)C
24633,O11,DMSO,CS(=O)C
24633,O12,DMSO,CS(=O)C
24633,P11,DMSO,CS(=O)C
24633,P12,DMSO,CS(=O)C
24634,A13,DMSO,CS(=O)C
24634,A14,DMSO,CS(=O)C
24634,B13,DMSO,CS(=O)C
24634,B14,DMSO,CS(=O)C
24634,C11,DMSO,CS(=O)C
24634,C12,DMSO,CS(=O)C
24634,C15,DMSO,CS(=O)C
24634,C16,DMSO,CS(=O)C
24634,D11,DMSO,CS(=O)C
24634,D12,DMSO,CS(=O)C
24634,D15,DMSO,CS(=O)C
24634,D16,DMSO,CS(=O)C
24634,E1,DMSO,CS(=O)C
24634,E2,DMSO,CS(=O)C
24634,E9,DMSO,CS(=O)C
24634,E10,DMSO,CS(=O)C
24634,E17,DMSO,CS(=O)C
24634,E18,DMSO,CS(=O)C
24634,F1,DMSO,CS(=O)C
24634,F2,DMSO,CS(=O)C
24634,F9,DMSO,CS(=O)C
24634,F10,DMSO,CS(=O)C
24634,F17,DMSO,CS(=O)C
24634,F18,DMSO,CS(=O)C
24634,G3,DMSO,CS(=O)C
24634,G4,DMSO,CS(=O)C
24634,G19,DMSO,CS(=O)C
24634,G20,DMSO,CS(=O)C
24634,H3,DMSO,CS(=O)C
24634,H4,DMSO,CS(=O)C
24634,H19,DMSO,CS(=O)C
24634,H20,DMSO,CS(=O)C
24634,I5,DMSO,CS(=O)C
24634,I6,DMSO,CS(=O)C
24634,I21,DMSO,CS(=O)C
24634,I22,DMSO,CS(=O)C
24634,J5,DMSO,CS(=O)C
24634,J6,DMSO,CS(=O)C
24634,J21,DMSO,CS(=O)C
24634,J22,DMSO,CS(=O)C
24634,K7,DMSO,CS(=O)C
24634,K8,DMSO,CS(=O)C
24634,K15,DMSO,CS(=O)C
24634,K16,DMSO,CS(=O)C
24634,K23,DMSO,CS(=O)C
24634,K24,DMSO,CS(=O)C
24634,L7,DMSO,CS(=O)C
24634,L8,DMSO,CS(=O)C
24634,L15,DMSO,CS(=O)C
24634,L16,DMSO,CS(=O)C
24634,L23,DMSO,CS(=O)C
24634,L24,DMSO,CS(=O)C
24634,M9,DMSO,CS(=O)C
24634,M10,DMSO,CS(=O)C
24634,M13,DMSO,CS(=O)C
24634,M14,DMSO,CS(=O)C
24634,N9,DMSO,CS(=O)C
24634,N10,DMSO,CS(=O)C
24634,N13,DMSO,CS(=O)C
24634,N14,DMSO,CS(=O)C
24634,O11,DMSO,CS(=O)C
24634,O12,DMSO,CS(=O)C
24634,P11,DMSO,CS(=O)C
24634,P12,DMSO,CS(=O)C
24635,A13,DMSO,CS(=O)C
24635,A14,DMSO,CS(=O)C
24635,B13,DMSO,CS(=O)C
24635,B14,DMSO,CS(=O)C
24635,C11,DMSO,CS(=O)C
24635,C12,DMSO,CS(=O)C
24635,C15,DMSO,CS(=O)C
24635,C16,DMSO,CS(=O)C
24635,D11,DMSO,CS(=O)C
24635,D12,DMSO,CS(=O)C
24635,D15,DMSO,CS(=O)C
24635,D16,DMSO,CS(=O)C
24635,E1,DMSO,CS(=O)C
24635,E2,DMSO,CS(=O)C
24635,E9,DMSO,CS(=O)C
24635,E10,DMSO,CS(=O)C
24635,E17,DMSO,CS(=O)C
24635,E18,DMSO,CS(=O)C
24635,F1,DMSO,CS(=O)C
24635,F2,DMSO,CS(=O)C
24635,F9,DMSO,CS(=O)C
24635,F10,DMSO,CS(=O)C
24635,F17,DMSO,CS(=O)C
24635,F18,DMSO,CS(=O)C
24635,G3,DMSO,CS(=O)C
24635,G4,DMSO,CS(=O)C
24635,G19,DMSO,CS(=O)C
24635,G20,DMSO,CS(=O)C
24635,H3,DMSO,CS(=O)C
24635,H4,DMSO,CS(=O)C
24635,H19,DMSO,CS(=O)C
24635,H20,DMSO,CS(=O)C
24635,I5,DMSO,CS(=O)C
24635,I6,DMSO,CS(=O)C
24635,I21,DMSO,CS(=O)C
24635,I22,DMSO,CS(=O)C
24635,J5,DMSO,CS(=O)C
24635,J6,DMSO,CS(=O)C
24635,J21,DMSO,CS(=O)C
24635,J22,DMSO,CS(=O)C
24635,K7,DMSO,CS(=O)C
24635,K8,DMSO,CS(=O)C
24635,K15,DMSO,CS(=O)C
