smiles,murcko_scaffold,cluster_id
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccc(O)c2)OCc2cn(CCCC1=O)nn2,O=C1CCCn2cc(nn2)CO[C@H](CNCc2ccccc2)CCN1,231
CNC[C@@H]1OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3ccc(OC)cc3)cc2C(=O)N(C[C@H]1C)[C@H](C)CO,O=C1NCCCOCCCCCOc2ccc(NS(=O)(=O)c3ccccc3)cc21,453
CNC[C@H]1OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3ccc(OC)cc3)cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO,O=C1NCCCOCCCCCOc2ccc(NS(=O)(=O)c3ccccc3)cc21,453
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(O)cc2)OCc2cn(CCCC1=O)nn2,O=C1CCCn2cc(nn2)CO[C@H](CNCc2ccccc2)CCN1,231
COC(=O)C[C@H]1CC[C@@H](NS(=O)(=O)c2ccc(OC)cc2)[C@@H](CO)O1,O=S(=O)(N[C@@H]1CCCOC1)c1ccccc1,330
CNC[C@H]1OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2C(=O)N(C[C@H]1C)[C@@H](C)CO,O=C1NCCCOCCCCCOc2ccc(NS(=O)(=O)c3ccccc3)cc21,453
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3ccccc3)cc2C1=O,O=C1NCCCOCCCCCOc2ccc(NS(=O)(=O)c3ccccc3)cc21,453
CNC[C@H]1Oc2ccc(NC(=O)CCC(F)(F)F)cc2C(=O)N(C[C@H]1C)[C@@H](C)CO,O=C1NCCCOc2ccccc21,219
C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2C)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21,O=C1NCC[C@@H](CNS(=O)(=O)c2ccccc2)OCc2ccccc2-c2c1[nH]c1ccccc21,111
COC(=O)C[C@H]1CC[C@H](N)[C@@H](CO)O1,C1CCOCC1,1027
C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3ccccc3)cc2C1=O,O=C1NCCCOCCCCCOc2ccc(NS(=O)(=O)c3ccccc3)cc21,453
COCC(=O)Nc1ccc2OC[C@H](C)N(CCc3ccccc3)C[C@@H](C)[C@@H](CN(C)C(=O)c2c1)OC,O=C1NCCCCN(CCc2ccccc2)CCOc2ccccc21,107
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(C)=O)Oc2ncc(cc2C1=O)C#Cc1ccc(F)cc1,O=C1NCCCOc2ncc(C#Cc3ccccc3)cc21,148
CC(=O)Nc1cccc(NC(=O)c2ccccc2Cl)c1,O=C(Nc1ccccc1)c1ccccc1,777
CCC(=O)Nc1ccc2c(OC[C@H](C)N(CCc3ccccc3)C[C@@H](C)[C@@H](CN(C)C2=O)OC)c1,O=C1NCCCCN(CCc2ccccc2)CCOc2ccccc21,107
CNC[C@@H]1Oc2c(N)cccc2C(=O)N(C[C@@H]1C)[C@H](C)CO,O=C1NCCCOc2ccccc21,219
CC(C)NC(=O)Nc1cccc2c1O[C@H](CN(C)S(C)(=O)=O)[C@@H](C)CN([C@H](C)CO)C2=O,O=C1NCCCOc2ccccc21,219
CN(C)CCCNC(=O)C[C@@H]1CC[C@@H](NS(=O)(=O)c2ccc(C)cc2)[C@H](CO)O1,O=S(=O)(N[C@@H]1CCCOC1)c1ccccc1,330
COC(=O)C[C@H]1CC[C@@H](N)[C@H](CO)O1,C1CCOCC1,1027
